,PATCODE
11586,13.0
11587,14.0
11588,15.0
11589,16.0
11590,17.0
11591,18.0
11592,19.0
11593,20.0
11594,21.0
11595,22.0
11596,23.0
11597,24.0
11598,25.0
11599,26.0
11600,27.0
11601,28.0
11602,29.0
11603,1.0
11604,2.0
11605,3.0
11606,4.0
11607,5.0
11608,6.0
11609,7.0
11610,8.0
11611,9.0
11612,10.0
11613,11.0
11614,12.0
11615,13.0
11616,14.0
11617,15.0
11618,16.0
11619,17.0
11620,18.0
11621,19.0
11622,20.0
11623,21.0
11624,22.0
11625,23.0
11626,24.0
11627,25.0
11628,26.0
11629,27.0
11630,28.0
11631,29.0
11632,30.0
11633,31.0
11634,32.0
11635,33.0
11636,34.0
11637,35.0
11638,36.0
11639,37.0
11640,38.0
11641,39.0
11642,40.0
11643,41.0
11644,42.0
11645,43.0
11646,44.0
11647,45.0
11648,46.0
11649,47.0
11650,48.0
11651,49.0
11652,50.0
11653,51.0
11654,52.0
11655,53.0
11656,54.0
11657,55.0
11658,56.0
11659,57.0
11660,58.0
11661,59.0
11662,60.0
11663,61.0
11664,62.0
11665,63.0
11666,64.0
11667,65.0
11668,66.0
11669,67.0
11670,68.0
11671,69.0
11672,70.0
11673,71.0
11674,72.0
11675,73.0
11676,74.0
11677,75.0
11678,76.0
11679,77.0
11680,78.0
11681,79.0
11682,80.0
11683,81.0
11684,82.0
11685,83.0
11686,84.0
11687,85.0
11688,86.0
11689,87.0
11690,88.0
11691,89.0
11692,90.0
11693,91.0
11694,1.0
11695,2.0
11696,3.0
11697,4.0
11698,5.0
11699,6.0
11700,1.0
11701,2.0
11702,3.0
11703,4.0
11704,5.0
11705,6.0
11706,7.0
11707,8.0
11708,9.0
11709,10.0
11710,11.0
11711,12.0
11712,13.0
11713,14.0
11714,15.0
11715,16.0
11716,17.0
11717,18.0
11718,19.0
11719,20.0
11720,21.0
11721,22.0
11722,23.0
11723,24.0
11724,25.0
11725,26.0
11726,27.0
11727,28.0
11728,29.0
11729,30.0
11730,31.0
11731,32.0
11732,33.0
11733,34.0
11734,35.0
11735,36.0
11736,37.0
11737,38.0
11738,39.0
11739,40.0
11740,41.0
11741,42.0
11742,43.0
11743,44.0
11744,45.0
11745,46.0
11746,47.0
11747,48.0
11748,49.0
11749,50.0
11750,51.0
11751,52.0
11752,53.0
11753,54.0
11754,55.0
11755,56.0
11756,57.0
11757,58.0
11758,59.0
11759,60.0
11760,61.0
11761,62.0
11762,63.0
11763,64.0
11764,65.0
11765,66.0
11766,67.0
11767,68.0
11768,69.0
11769,70.0
11770,71.0
11771,72.0
11772,73.0
11773,74.0
11774,75.0
11775,76.0
11776,77.0
11777,78.0
11778,79.0
11779,80.0
11780,81.0
11781,82.0
11782,83.0
11783,84.0
11784,85.0
11785,86.0
11786,87.0
11787,88.0
11788,89.0
11789,90.0
11790,91.0
11791,92.0
11792,93.0
11793,94.0
11794,95.0
11795,96.0
11796,97.0
11797,98.0
11798,99.0
11799,100.0
11800,101.0
11801,102.0
11802,103.0
11803,104.0
11804,1.0
11805,2.0
11806,3.0
11807,4.0
11808,5.0
11809,6.0
11810,7.0
11811,8.0
11812,9.0
11813,10.0
11814,11.0
11815,12.0
11816,13.0
11817,14.0
11818,15.0
11819,16.0
11820,17.0
11821,18.0
11822,19.0
11823,20.0
11824,21.0
11825,22.0
11826,23.0
11827,24.0
11828,25.0
11829,26.0
11830,27.0
11831,28.0
11832,29.0
11833,30.0
11834,31.0
11835,32.0
11836,33.0
11837,34.0
11838,35.0
11839,36.0
11840,37.0
11841,38.0
11842,39.0
11843,40.0
11844,41.0
11845,42.0
11846,43.0
11847,44.0
11848,45.0
11849,46.0
11850,47.0
11851,48.0
11852,49.0
11853,50.0
11854,51.0
11855,52.0
11856,53.0
11857,54.0
11858,55.0
11859,56.0
11860,57.0
11861,58.0
11862,59.0
11863,60.0
11864,61.0
11865,62.0
11866,63.0
11867,64.0
11868,65.0
11869,66.0
11870,67.0
11871,68.0
11872,69.0
11873,70.0
11874,71.0
11875,72.0
11876,73.0
11877,74.0
11878,75.0
11879,76.0
11880,77.0
11881,78.0
11882,79.0
11883,80.0
11884,81.0
11885,82.0
11886,83.0
11887,84.0
11888,85.0
11889,86.0
11890,87.0
11891,88.0
11892,89.0
11893,90.0
11894,91.0
11895,92.0
11896,93.0
11897,94.0
11898,95.0
11899,96.0
11900,97.0
11901,98.0
11902,99.0
11903,100.0
11904,1.0
11905,2.0
11906,3.0
11907,4.0
11908,5.0
11909,6.0
11910,7.0
11911,8.0
11912,9.0
11913,10.0
11914,1.0
11915,2.0
11916,3.0
11917,4.0
11918,5.0
11919,6.0
11920,7.0
11921,8.0
11922,9.0
11923,10.0
11924,11.0
11925,12.0
11926,13.0
11927,14.0
11928,15.0
11929,16.0
11930,17.0
11931,18.0
11932,19.0
11933,20.0
11934,21.0
11935,22.0
11936,23.0
11937,24.0
11938,25.0
11939,26.0
11940,27.0
11941,28.0
11942,29.0
11943,30.0
11944,31.0
11945,32.0
11946,33.0
11947,34.0
11948,35.0
11949,36.0
11950,37.0
11951,38.0
11952,39.0
11953,40.0
11954,41.0
11955,42.0
11956,43.0
11957,44.0
11958,45.0
11959,46.0
11960,47.0
11961,48.0
11962,49.0
11963,50.0
11964,51.0
11965,52.0
11966,53.0
11967,54.0
11968,55.0
11969,56.0
11970,57.0
11971,1.0
11972,2.0
11973,3.0
11974,4.0
11975,5.0
11976,6.0
11977,7.0
11978,8.0
11979,9.0
11980,10.0
11981,11.0
11982,12.0
11983,13.0
11984,14.0
11985,15.0
11986,16.0
11987,17.0
11988,18.0
11989,19.0
11990,20.0
11991,21.0
11992,22.0
11993,23.0
11994,24.0
11995,25.0
11996,26.0
11997,27.0
11998,28.0
11999,29.0
12000,30.0
12001,31.0
12002,32.0
12003,33.0
12004,34.0
12005,35.0
12006,36.0
12007,37.0
12008,38.0
12009,39.0
12010,40.0
12011,41.0
12012,42.0
12013,43.0
12014,44.0
12015,45.0
12016,46.0
12017,47.0
12018,48.0
12019,49.0
12020,50.0
12021,51.0
12022,52.0
12023,53.0
12024,54.0
12025,55.0
12026,56.0
12027,57.0
12028,58.0
12029,59.0
12030,60.0
12031,61.0
12032,62.0
12033,63.0
12034,64.0
12035,65.0
12036,66.0
12037,67.0
12038,68.0
12039,69.0
12040,70.0
12041,71.0
12042,72.0
12043,73.0
12044,74.0
12045,75.0
12046,76.0
12047,77.0
12048,78.0
12049,79.0
12050,80.0
12051,81.0
12052,82.0
12053,83.0
12054,84.0
12055,85.0
12056,86.0
12057,87.0
12058,88.0
12059,89.0
12060,90.0
12061,91.0
12062,92.0
12063,93.0
12064,94.0
12065,95.0
12066,96.0
12067,97.0
12068,98.0
12069,99.0
12070,100.0
12071,101.0
12072,102.0
12073,103.0
12074,104.0
12075,105.0
12076,106.0
12077,107.0
12078,108.0
12079,109.0
12080,110.0
12081,111.0
12082,112.0
12083,113.0
12084,1.0
12085,2.0
12086,3.0
12087,4.0
12088,5.0
12089,6.0
12090,7.0
12091,8.0
12092,9.0
12093,10.0
12094,11.0
12095,12.0
12096,13.0
12097,14.0
12098,15.0
12099,16.0
12100,17.0
12101,18.0
12102,19.0
12103,20.0
12104,21.0
12105,22.0
12106,23.0
12107,24.0
12108,25.0
12109,26.0
12110,27.0
12111,28.0
12112,29.0
12113,30.0
12114,31.0
12115,32.0
12116,33.0
12117,34.0
12118,35.0
12119,36.0
12120,37.0
12121,38.0
12122,39.0
12123,40.0
12124,41.0
12125,42.0
12126,43.0
12127,44.0
12128,45.0
12129,46.0
12130,47.0
12131,48.0
12132,49.0
12133,50.0
12134,51.0
12135,52.0
12136,53.0
12137,54.0
12138,55.0
12139,56.0
12140,57.0
12141,58.0
12142,59.0
12143,60.0
12144,61.0
12145,62.0
12146,63.0
12147,64.0
12148,65.0
12149,66.0
12150,67.0
12151,68.0
12152,69.0
12153,70.0
12154,71.0
12155,72.0
12156,73.0
12157,74.0
12158,75.0
12159,76.0
12160,77.0
12161,78.0
12162,79.0
12163,80.0
12164,81.0
12165,82.0
12166,83.0
12167,84.0
12168,85.0
12169,86.0
12170,87.0
12171,88.0
12172,89.0
12173,90.0
12174,91.0
12175,92.0
12176,93.0
12177,94.0
12178,95.0
12179,96.0
12180,97.0
12181,98.0
12182,99.0
12183,100.0
12184,101.0
12185,102.0
12186,103.0
12187,104.0
12188,105.0
12189,106.0
12190,107.0
12191,108.0
12192,109.0
12193,110.0
12194,111.0
12195,112.0
12196,113.0
12197,114.0
12198,115.0
12199,116.0
12200,117.0
12201,118.0
12202,119.0
12203,1.0
12204,2.0
12205,3.0
12206,4.0
12207,5.0
12208,6.0
12209,7.0
12210,8.0
12211,9.0
12212,10.0
12213,11.0
12214,12.0
12215,13.0
12216,14.0
12217,15.0
12218,16.0
12219,17.0
12220,18.0
12221,19.0
12222,20.0
12223,21.0
12224,22.0
12225,23.0
12226,24.0
12227,25.0
12228,26.0
12229,27.0
12230,28.0
12231,29.0
12232,30.0
12233,31.0
12234,32.0
12235,33.0
12236,34.0
12237,35.0
12238,36.0
12239,37.0
12240,38.0
12241,39.0
12242,40.0
12243,41.0
12244,42.0
12245,43.0
12246,44.0
12247,45.0
12248,46.0
12249,47.0
12250,48.0
12251,49.0
12252,50.0
12253,51.0
12254,52.0
12255,53.0
12256,54.0
12257,55.0
12258,56.0
12259,57.0
12260,58.0
12261,59.0
12262,60.0
12263,61.0
12264,62.0
12265,63.0
12266,64.0
12267,65.0
12268,66.0
12269,67.0
12270,68.0
12271,69.0
12272,70.0
12273,71.0
12274,72.0
12275,73.0
12276,74.0
12277,1.0
12278,2.0
12279,3.0
12280,4.0
12281,5.0
12282,6.0
12283,7.0
12284,8.0
12285,9.0
12286,10.0
12287,11.0
12288,12.0
12289,13.0
12290,14.0
12291,15.0
12292,16.0
12293,17.0
12294,18.0
12295,19.0
12296,20.0
12297,21.0
12298,22.0
12299,23.0
12300,24.0
12301,25.0
12302,26.0
12303,27.0
12304,28.0
12305,29.0
12306,30.0
12307,31.0
12308,32.0
12309,33.0
12310,34.0
12311,35.0
12312,36.0
12313,37.0
12314,38.0
12315,39.0
12316,40.0
12317,41.0
12318,42.0
12319,43.0
12320,44.0
12321,45.0
12322,46.0
12323,47.0
12324,48.0
12325,49.0
12326,50.0
12327,51.0
12328,52.0
12329,53.0
12330,54.0
12331,55.0
12332,56.0
12333,57.0
12334,58.0
12335,59.0
12336,60.0
12337,61.0
12338,62.0
12339,63.0
12340,64.0
12341,65.0
12342,66.0
12343,67.0
12344,68.0
12345,69.0
12346,70.0
12347,71.0
12348,72.0
12349,73.0
12350,74.0
12351,75.0
12352,76.0
12353,77.0
12354,78.0
12355,79.0
12356,80.0
12357,81.0
12358,82.0
12359,83.0
12360,84.0
12361,85.0
12362,86.0
12363,87.0
12364,88.0
12365,89.0
12366,90.0
12367,91.0
12368,92.0
12369,93.0
12370,94.0
12371,95.0
12372,96.0
12373,97.0
12374,98.0
12375,99.0
12376,100.0
12377,101.0
12378,102.0
12379,103.0
12380,104.0
12381,105.0
12382,106.0
12383,107.0
12384,108.0
12385,109.0
12386,110.0
12387,111.0
12388,112.0
12389,113.0
12390,114.0
12391,115.0
12392,116.0
12393,117.0
12394,118.0
12395,119.0
12396,120.0
12397,121.0
12398,122.0
12399,123.0
12400,124.0
12401,125.0
12402,1.0
12403,2.0
12404,3.0
12405,4.0
12406,5.0
12407,6.0
12408,7.0
12409,8.0
12410,9.0
12411,10.0
12412,11.0
12413,12.0
12414,13.0
12415,14.0
12416,15.0
12417,16.0
12418,17.0
12419,18.0
12420,19.0
12421,20.0
12422,21.0
12423,22.0
12424,23.0
12425,24.0
12426,25.0
12427,26.0
12428,27.0
12429,28.0
12430,29.0
12431,30.0
12432,31.0
12433,32.0
12434,33.0
12435,34.0
12436,35.0
12437,36.0
12438,37.0
12439,38.0
12440,39.0
12441,40.0
12442,41.0
12443,42.0
12444,43.0
12445,44.0
12446,45.0
12447,46.0
12448,47.0
12449,48.0
12450,49.0
12451,50.0
12452,51.0
12453,52.0
12454,53.0
12455,54.0
12456,55.0
12457,56.0
12458,57.0
12459,58.0
12460,59.0
12461,60.0
12462,61.0
12463,62.0
12464,63.0
12465,64.0
12466,65.0
12467,66.0
12468,67.0
12469,68.0
12470,69.0
12471,70.0
12472,71.0
12473,72.0
12474,73.0
12475,74.0
12476,75.0
12477,76.0
12478,77.0
12479,78.0
12480,79.0
12481,80.0
12482,81.0
12483,82.0
12484,83.0
12485,84.0
12486,85.0
12487,86.0
12488,1.0
12489,2.0
12490,3.0
12491,4.0
12492,5.0
12493,6.0
12494,7.0
12495,8.0
12496,9.0
12497,10.0
12498,11.0
12499,12.0
12500,13.0
12501,14.0
12502,15.0
12503,16.0
12504,17.0
12505,18.0
12506,19.0
12507,20.0
12508,21.0
12509,22.0
12510,23.0
12511,24.0
12512,25.0
12513,26.0
12514,27.0
12515,28.0
12516,29.0
12517,30.0
12518,31.0
12519,32.0
12520,33.0
12521,34.0
12522,35.0
12523,36.0
12524,37.0
12525,38.0
12526,39.0
12527,40.0
12528,41.0
12529,42.0
12530,43.0
12531,44.0
12532,45.0
12533,46.0
12534,47.0
12535,48.0
12536,49.0
12537,50.0
12538,51.0
12539,52.0
12540,53.0
12541,54.0
12542,55.0
12543,56.0
12544,57.0
12545,58.0
12546,59.0
12547,60.0
12548,61.0
12549,62.0
12550,63.0
12551,64.0
12552,65.0
12553,66.0
12554,67.0
12555,68.0
12556,69.0
12557,70.0
12558,71.0
12559,72.0
12560,73.0
12561,74.0
12562,75.0
12563,76.0
12564,77.0
12565,78.0
12566,79.0
12567,80.0
12568,81.0
12569,82.0
12570,83.0
12571,84.0
12572,85.0
12573,86.0
12574,87.0
12575,88.0
12576,89.0
12577,90.0
12578,91.0
12579,92.0
12580,93.0
12581,94.0
12582,95.0
12583,96.0
12584,97.0
12585,98.0
12586,99.0
12587,100.0
12588,101.0
12589,102.0
12590,103.0
12591,104.0
12592,105.0
12593,106.0
12594,107.0
12595,1.0
12596,2.0
12597,3.0
12598,4.0
12599,5.0
12600,6.0
12601,7.0
12602,8.0
12603,9.0
12604,10.0
12605,11.0
12606,12.0
12607,13.0
12608,14.0
12609,15.0
12610,16.0
12611,17.0
12612,18.0
12613,19.0
12614,20.0
12615,21.0
12616,22.0
12617,23.0
12618,24.0
12619,25.0
12620,26.0
12621,27.0
12622,28.0
12623,29.0
12624,30.0
12625,31.0
12626,32.0
12627,33.0
12628,34.0
12629,35.0
12630,36.0
12631,37.0
12632,38.0
12633,39.0
12634,40.0
12635,41.0
12636,42.0
12637,43.0
12638,44.0
12639,45.0
12640,46.0
12641,47.0
12642,48.0
12643,49.0
12644,50.0
12645,51.0
12646,52.0
12647,53.0
12648,54.0
12649,55.0
12650,56.0
12651,57.0
12652,58.0
12653,59.0
12654,60.0
12655,61.0
12656,62.0
12657,63.0
12658,64.0
12659,65.0
12660,66.0
12661,67.0
12662,68.0
12663,69.0
12664,70.0
12665,71.0
12666,72.0
12667,73.0
12668,74.0
12669,75.0
12670,76.0
12671,77.0
12672,78.0
12673,79.0
12674,80.0
12675,81.0
12676,82.0
12677,83.0
12678,84.0
12679,85.0
12680,86.0
12681,87.0
12682,88.0
12683,89.0
12684,90.0
12685,91.0
12686,92.0
12687,93.0
12688,94.0
12689,95.0
12690,96.0
12691,97.0
12692,98.0
12693,99.0
12694,100.0
12695,101.0
12696,102.0
12697,103.0
12698,104.0
12699,105.0
12700,106.0
12701,107.0
12702,108.0
12703,109.0
12704,110.0
12705,111.0
12706,112.0
12707,113.0
12708,1.0
12709,2.0
12710,3.0
12711,4.0
12712,5.0
12713,6.0
12714,7.0
12715,8.0
12716,9.0
12717,10.0
12718,11.0
12719,12.0
12720,13.0
12721,14.0
12722,15.0
12723,16.0
12724,17.0
12725,18.0
12726,19.0
12727,20.0
12728,1.0
12729,2.0
12730,3.0
12731,4.0
12732,5.0
12733,6.0
12734,7.0
12735,8.0
12736,9.0
12737,10.0
12738,11.0
12739,12.0
12740,13.0
12741,14.0
12742,15.0
12743,16.0
12744,17.0
12745,18.0
12746,19.0
12747,20.0
12748,21.0
12749,22.0
12750,23.0
12751,24.0
12752,25.0
12753,26.0
12754,27.0
12755,28.0
12756,29.0
12757,30.0
12758,31.0
12759,32.0
12760,33.0
12761,34.0
12762,35.0
12763,36.0
12764,37.0
12765,38.0
12766,39.0
12767,40.0
12768,41.0
12769,42.0
12770,43.0
12771,44.0
12772,45.0
12773,46.0
12774,47.0
12775,48.0
12776,49.0
12777,50.0
12778,51.0
12779,52.0
12780,53.0
12781,54.0
12782,55.0
12783,56.0
12784,57.0
12785,58.0
12786,59.0
12787,60.0
12788,61.0
12789,62.0
12790,63.0
12791,64.0
12792,65.0
12793,66.0
12794,1.0
12795,2.0
12796,3.0
12797,4.0
12798,5.0
12799,6.0
12800,7.0
12801,8.0
12802,9.0
12803,10.0
12804,11.0
12805,12.0
12806,13.0
12807,14.0
12808,15.0
12809,16.0
12810,17.0
12811,18.0
12812,19.0
12813,20.0
12814,21.0
12815,22.0
12816,23.0
12817,24.0
12818,25.0
12819,26.0
12820,27.0
12821,28.0
12822,29.0
12823,30.0
12824,1.0
12825,2.0
12826,3.0
12827,4.0
12828,5.0
12829,6.0
12830,7.0
12831,8.0
12832,9.0
12833,10.0
12834,11.0
12835,12.0
12836,13.0
12837,14.0
12838,15.0
12839,1.0
12840,2.0
12841,3.0
12842,4.0
12843,5.0
12844,6.0
12845,7.0
12846,8.0
12847,9.0
12848,10.0
12849,11.0
12850,12.0
12851,13.0
12852,14.0
12853,15.0
12854,16.0
12855,17.0
12856,18.0
12857,19.0
12858,20.0
12859,21.0
12860,22.0
12861,23.0
12862,24.0
12863,25.0
12864,26.0
12865,27.0
12866,28.0
12867,29.0
12868,30.0
12869,31.0
12870,32.0
12871,33.0
12872,34.0
12873,35.0
12874,36.0
12875,37.0
12876,38.0
12877,39.0
12878,40.0
12879,41.0
12880,42.0
12881,43.0
12882,44.0
12883,45.0
12884,46.0
12885,47.0
12886,48.0
12887,49.0
12888,50.0
12889,51.0
12890,52.0
12891,53.0
12892,54.0
12893,55.0
12894,56.0
12895,57.0
12896,58.0
12897,59.0
12898,60.0
12899,61.0
12900,62.0
12901,63.0
12902,64.0
12903,65.0
12904,66.0
12905,67.0
12906,68.0
12907,69.0
12908,70.0
12909,71.0
12910,72.0
12911,73.0
12912,74.0
12913,75.0
12914,76.0
12915,77.0
12916,78.0
12917,79.0
12918,80.0
12919,81.0
12920,82.0
12921,83.0
12922,84.0
12923,85.0
12924,86.0
12925,87.0
12926,88.0
12927,89.0
12928,90.0
12929,91.0
12930,92.0
12931,93.0
12932,94.0
12933,95.0
12934,96.0
12935,97.0
12936,98.0
12937,99.0
12938,100.0
12939,101.0
12940,102.0
12941,103.0
12942,104.0
12943,105.0
12944,106.0
12945,107.0
12946,108.0
12947,109.0
12948,110.0
12949,111.0
12950,112.0
12951,113.0
12952,114.0
12953,115.0
12954,116.0
12955,117.0
12956,118.0
12957,119.0
12958,120.0
12959,121.0
12960,122.0
12961,123.0
12962,124.0
12963,125.0
12964,1.0
12965,2.0
12966,3.0
12967,4.0
12968,5.0
12969,6.0
12970,7.0
12971,8.0
12972,9.0
12973,10.0
12974,11.0
12975,12.0
12976,13.0
12977,14.0
12978,15.0
12979,16.0
12980,17.0
12981,18.0
12982,19.0
12983,20.0
12984,21.0
12985,22.0
12986,23.0
12987,24.0
12988,25.0
12989,26.0
12990,27.0
12991,28.0
12992,29.0
12993,30.0
12994,31.0
12995,32.0
12996,33.0
12997,34.0
12998,35.0
12999,36.0
13000,37.0
13001,38.0
13002,39.0
13003,40.0
13004,41.0
13005,1.0
13006,2.0
13007,3.0
13008,4.0
13009,5.0
13010,6.0
13011,7.0
13012,8.0
13013,9.0
13014,10.0
13015,11.0
13016,12.0
13017,13.0
13018,14.0
13019,15.0
13020,16.0
13021,17.0
13022,18.0
13023,19.0
13024,20.0
13025,21.0
13026,22.0
13027,23.0
13028,24.0
13029,25.0
13030,26.0
13031,27.0
13032,28.0
13033,29.0
13034,30.0
13035,31.0
13036,32.0
13037,33.0
13038,34.0
13039,35.0
13040,36.0
13041,37.0
13042,38.0
13043,39.0
13044,40.0
13045,41.0
13046,42.0
13047,43.0
13048,44.0
13049,45.0
13050,46.0
13051,47.0
13052,48.0
13053,49.0
13054,50.0
13055,51.0
13056,52.0
13057,53.0
13058,54.0
13059,55.0
13060,56.0
13061,57.0
13062,58.0
13063,1.0
13064,2.0
13065,3.0
13066,4.0
13067,5.0
13068,6.0
13069,7.0
13070,8.0
13071,9.0
13072,10.0
13073,11.0
13074,12.0
13075,13.0
13076,14.0
13077,15.0
13078,16.0
13079,17.0
13080,18.0
13081,19.0
13082,20.0
13083,21.0
13084,22.0
13085,23.0
13086,24.0
13087,25.0
13088,26.0
13089,27.0
13090,28.0
13091,29.0
13092,30.0
13093,31.0
13094,32.0
13095,33.0
13096,34.0
13097,35.0
13098,36.0
13099,37.0
13100,38.0
13101,39.0
13102,40.0
13103,41.0
13104,42.0
13105,43.0
13106,44.0
13107,45.0
13108,46.0
13109,47.0
13110,48.0
13111,49.0
13112,50.0
13113,51.0
13114,52.0
13115,53.0
13116,54.0
13117,55.0
13118,56.0
13119,57.0
13120,58.0
13121,59.0
13122,60.0
13123,61.0
13124,62.0
13125,63.0
13126,64.0
13127,65.0
13128,66.0
13129,67.0
13130,68.0
13131,69.0
13132,70.0
13133,71.0
13134,72.0
13135,73.0
13136,74.0
13137,75.0
13138,76.0
13139,77.0
13140,78.0
13141,79.0
13142,80.0
13143,81.0
13144,82.0
13145,83.0
13146,84.0
13147,85.0
13148,86.0
13149,87.0
13150,88.0
13151,89.0
13152,90.0
13153,91.0
13154,92.0
13155,93.0
13156,94.0
13157,95.0
13158,96.0
13159,97.0
13160,98.0
13161,99.0
13162,100.0
13163,1.0
13164,2.0
13165,3.0
13166,4.0
13167,5.0
13168,6.0
13169,7.0
13170,8.0
13171,9.0
13172,10.0
13173,11.0
13174,12.0
13175,13.0
13176,14.0
13177,15.0
13178,16.0
13179,17.0
13180,18.0
13181,19.0
13182,20.0
13183,21.0
13184,22.0
13185,23.0
13186,24.0
13187,25.0
13188,26.0
13189,27.0
13190,28.0
13191,29.0
13192,30.0
13193,31.0
13194,32.0
13195,33.0
13196,34.0
13197,35.0
13198,36.0
13199,37.0
13200,38.0
13201,39.0
13202,40.0
13203,41.0
13204,42.0
13205,43.0
13206,44.0
13207,45.0
13208,46.0
13209,47.0
13210,48.0
13211,49.0
13212,50.0
13213,51.0
13214,52.0
13215,53.0
13216,54.0
13217,55.0
13218,56.0
13219,57.0
13220,58.0
13221,59.0
13222,60.0
13223,61.0
13224,62.0
13225,63.0
13226,64.0
13227,65.0
13228,66.0
13229,67.0
13230,68.0
13231,69.0
13232,70.0
13233,71.0
13234,72.0
13235,73.0
13236,74.0
13237,75.0
13238,76.0
13239,77.0
13240,78.0
13241,79.0
13242,80.0
13243,81.0
13244,82.0
13245,83.0
13246,84.0
13247,85.0
13248,86.0
13249,87.0
13250,88.0
13251,89.0
13252,90.0
13253,91.0
13254,92.0
13255,93.0
13256,94.0
13257,95.0
13258,96.0
13259,97.0
13260,98.0
13261,99.0
13262,100.0
13263,101.0
13264,102.0
13265,103.0
13266,104.0
13267,105.0
13268,106.0
13269,107.0
13270,108.0
13271,109.0
13272,110.0
13273,111.0
13274,112.0
13275,113.0
13276,114.0
13277,115.0
13278,116.0
13279,117.0
13280,118.0
13281,119.0
13282,120.0
13283,121.0
13284,122.0
13285,123.0
13286,124.0
13287,125.0
13288,126.0
13289,127.0
13290,128.0
13291,1.0
13292,2.0
13293,3.0
13294,4.0
13295,5.0
13296,6.0
13297,7.0
13298,8.0
13299,9.0
13300,10.0
13301,11.0
13302,12.0
13303,13.0
13304,14.0
13305,15.0
13306,16.0
13307,17.0
13308,18.0
13309,19.0
13310,20.0
13311,21.0
13312,22.0
13313,23.0
13314,24.0
13315,25.0
13316,26.0
13317,27.0
13318,28.0
13319,29.0
13320,30.0
13321,31.0
13322,32.0
13323,33.0
13324,34.0
13325,35.0
13326,36.0
13327,37.0
13328,38.0
13329,39.0
13330,40.0
13331,41.0
13332,42.0
13333,43.0
13334,44.0
13335,45.0
13336,46.0
13337,47.0
13338,48.0
13339,49.0
13340,50.0
13341,51.0
13342,52.0
13343,53.0
13344,54.0
13345,55.0
13346,56.0
13347,57.0
13348,58.0
13349,59.0
13350,60.0
13351,61.0
13352,62.0
13353,63.0
13354,64.0
13355,65.0
13356,66.0
13357,67.0
13358,68.0
13359,69.0
13360,70.0
13361,71.0
13362,72.0
13363,73.0
13364,74.0
13365,75.0
13366,76.0
13367,77.0
13368,78.0
13369,79.0
13370,80.0
13371,81.0
13372,82.0
13373,83.0
13374,84.0
13375,85.0
13376,86.0
13377,1.0
13378,2.0
13379,3.0
13380,4.0
13381,5.0
13382,6.0
13383,7.0
13384,8.0
13385,9.0
13386,10.0
13387,11.0
13388,12.0
13389,13.0
13390,14.0
13391,15.0
13392,16.0
13393,17.0
13394,18.0
13395,19.0
13396,20.0
13397,21.0
13398,22.0
13399,23.0
13400,24.0
13401,25.0
13402,26.0
13403,27.0
13404,28.0
13405,29.0
13406,30.0
13407,31.0
13408,32.0
13409,33.0
13410,34.0
13411,35.0
13412,36.0
13413,37.0
13414,38.0
13415,39.0
13416,40.0
13417,41.0
13418,42.0
13419,43.0
13420,44.0
13421,45.0
13422,46.0
13423,47.0
13424,48.0
13425,49.0
13426,50.0
13427,51.0
13428,52.0
13429,53.0
13430,54.0
13431,55.0
13432,56.0
13433,57.0
13434,58.0
13435,59.0
13436,60.0
13437,61.0
13438,62.0
13439,63.0
13440,64.0
13441,65.0
13442,66.0
13443,67.0
13444,68.0
13445,69.0
13446,70.0
13447,71.0
13448,72.0
13449,73.0
13450,74.0
13451,75.0
13452,76.0
13453,77.0
13454,78.0
13455,79.0
13456,80.0
13457,81.0
13458,82.0
13459,83.0
13460,84.0
13461,85.0
13462,86.0
13463,87.0
13464,88.0
13465,89.0
13466,90.0
13467,1.0
13468,2.0
13469,3.0
13470,4.0
13471,5.0
13472,6.0
13473,7.0
13474,8.0
13475,9.0
13476,10.0
13477,11.0
13478,12.0
13479,13.0
13480,14.0
13481,15.0
13482,16.0
13483,17.0
13484,18.0
13485,19.0
13486,20.0
13487,21.0
13488,22.0
13489,23.0
13490,24.0
13491,25.0
13492,26.0
13493,27.0
13494,28.0
13495,29.0
13496,30.0
13497,31.0
13498,32.0
13499,33.0
13500,34.0
13501,35.0
13502,36.0
13503,37.0
13504,38.0
13505,39.0
13506,40.0
13507,41.0
13508,42.0
13509,43.0
13510,44.0
13511,45.0
13512,46.0
13513,47.0
13514,48.0
13515,49.0
13516,50.0
13517,51.0
13518,52.0
13519,53.0
13520,54.0
13521,55.0
13522,56.0
13523,57.0
13524,58.0
13525,59.0
13526,60.0
13527,61.0
13528,62.0
13529,63.0
13530,64.0
13531,65.0
13532,66.0
13533,67.0
13534,68.0
13535,69.0
13536,70.0
13537,71.0
13538,72.0
13539,73.0
13540,74.0
13541,75.0
13542,76.0
13543,77.0
13544,78.0
13545,79.0
13546,80.0
13547,81.0
13548,82.0
13549,83.0
13550,84.0
13551,85.0
13552,86.0
13553,87.0
13554,88.0
13555,89.0
13556,90.0
13557,91.0
13558,92.0
13559,93.0
13560,94.0
13561,95.0
13562,96.0
13563,97.0
13564,98.0
13565,99.0
13566,100.0
13567,1.0
13568,2.0
13569,3.0
13570,1.0
13571,2.0
13572,3.0
13573,4.0
13574,5.0
13575,6.0
13576,7.0
13577,8.0
13578,9.0
13579,10.0
13580,11.0
13581,12.0
13582,13.0
13583,14.0
13584,15.0
