,HOSPCODE
11940,139.0
11941,139.0
11942,139.0
11943,139.0
11944,139.0
11945,139.0
11946,139.0
11947,139.0
11948,139.0
11949,139.0
11950,139.0
11951,139.0
11952,139.0
11953,139.0
11954,139.0
11955,139.0
11956,139.0
11957,139.0
11958,139.0
11959,139.0
11960,139.0
11961,139.0
11962,139.0
11963,139.0
11964,139.0
11965,139.0
11966,139.0
11967,139.0
11968,139.0
11969,139.0
11970,139.0
11971,140.0
11972,140.0
11973,140.0
11974,140.0
11975,140.0
11976,140.0
11977,140.0
11978,140.0
11979,140.0
11980,140.0
11981,140.0
11982,140.0
11983,140.0
11984,140.0
11985,140.0
11986,140.0
11987,140.0
11988,140.0
11989,140.0
11990,140.0
11991,140.0
11992,140.0
11993,140.0
11994,140.0
11995,140.0
11996,140.0
11997,140.0
11998,140.0
11999,140.0
12000,140.0
12001,140.0
12002,140.0
12003,140.0
12004,140.0
12005,140.0
12006,140.0
12007,140.0
12008,140.0
12009,140.0
12010,140.0
12011,140.0
12012,140.0
12013,140.0
12014,140.0
12015,140.0
12016,140.0
12017,140.0
12018,140.0
12019,140.0
12020,140.0
12021,140.0
12022,140.0
12023,140.0
12024,140.0
12025,140.0
12026,140.0
12027,140.0
12028,140.0
12029,140.0
12030,140.0
12031,140.0
12032,140.0
12033,140.0
12034,140.0
12035,140.0
12036,140.0
12037,140.0
12038,140.0
12039,140.0
12040,140.0
12041,140.0
12042,140.0
12043,140.0
12044,140.0
12045,140.0
12046,140.0
12047,140.0
12048,140.0
12049,140.0
12050,140.0
12051,140.0
12052,140.0
12053,140.0
12054,140.0
12055,140.0
12056,140.0
12057,140.0
12058,140.0
12059,140.0
12060,140.0
12061,140.0
12062,140.0
12063,140.0
12064,140.0
12065,140.0
12066,140.0
12067,140.0
12068,140.0
12069,140.0
12070,140.0
12071,140.0
12072,140.0
12073,140.0
12074,140.0
12075,140.0
12076,140.0
12077,140.0
12078,140.0
12079,140.0
12080,140.0
12081,140.0
12082,140.0
12083,140.0
12084,141.0
12085,141.0
12086,141.0
12087,141.0
12088,141.0
12089,141.0
12090,141.0
12091,141.0
12092,141.0
12093,141.0
12094,141.0
12095,141.0
12096,141.0
12097,141.0
12098,141.0
12099,141.0
12100,141.0
12101,141.0
12102,141.0
12103,141.0
12104,141.0
12105,141.0
12106,141.0
12107,141.0
12108,141.0
12109,141.0
12110,141.0
12111,141.0
12112,141.0
12113,141.0
12114,141.0
12115,141.0
12116,141.0
12117,141.0
12118,141.0
12119,141.0
12120,141.0
12121,141.0
12122,141.0
12123,141.0
12124,141.0
12125,141.0
12126,141.0
12127,141.0
12128,141.0
12129,141.0
12130,141.0
12131,141.0
12132,141.0
12133,141.0
12134,141.0
12135,141.0
12136,141.0
12137,141.0
12138,141.0
12139,141.0
12140,141.0
12141,141.0
12142,141.0
12143,141.0
12144,141.0
12145,141.0
12146,141.0
12147,141.0
12148,141.0
12149,141.0
12150,141.0
12151,141.0
12152,141.0
12153,141.0
12154,141.0
12155,141.0
12156,141.0
12157,141.0
12158,141.0
12159,141.0
12160,141.0
12161,141.0
12162,141.0
12163,141.0
12164,141.0
12165,141.0
12166,141.0
12167,141.0
12168,141.0
12169,141.0
12170,141.0
12171,141.0
12172,141.0
12173,141.0
12174,141.0
12175,141.0
12176,141.0
12177,141.0
12178,141.0
12179,141.0
12180,141.0
12181,141.0
12182,141.0
12183,141.0
12184,141.0
12185,141.0
12186,141.0
12187,141.0
12188,141.0
12189,141.0
12190,141.0
12191,141.0
12192,141.0
12193,141.0
12194,141.0
12195,141.0
12196,141.0
12197,141.0
12198,141.0
12199,141.0
12200,141.0
12201,141.0
12202,141.0
12203,142.0
12204,142.0
12205,142.0
12206,142.0
12207,142.0
12208,142.0
12209,142.0
12210,142.0
12211,142.0
12212,142.0
12213,142.0
12214,142.0
12215,142.0
12216,142.0
12217,142.0
12218,142.0
12219,142.0
12220,142.0
12221,142.0
12222,142.0
12223,142.0
12224,142.0
12225,142.0
12226,142.0
12227,142.0
12228,142.0
12229,142.0
12230,142.0
12231,142.0
12232,142.0
12233,142.0
12234,142.0
12235,142.0
12236,142.0
12237,142.0
12238,142.0
12239,142.0
12240,142.0
12241,142.0
12242,142.0
12243,142.0
12244,142.0
12245,142.0
12246,142.0
12247,142.0
12248,142.0
12249,142.0
12250,142.0
12251,142.0
12252,142.0
12253,142.0
12254,142.0
12255,142.0
12256,142.0
12257,142.0
12258,142.0
12259,142.0
12260,142.0
12261,142.0
12262,142.0
12263,142.0
12264,142.0
12265,142.0
12266,142.0
12267,142.0
12268,142.0
12269,142.0
12270,142.0
12271,142.0
12272,142.0
12273,142.0
12274,142.0
12275,142.0
12276,142.0
12277,143.0
12278,143.0
12279,143.0
12280,143.0
12281,143.0
12282,143.0
12283,143.0
12284,143.0
12285,143.0
12286,143.0
12287,143.0
12288,143.0
12289,143.0
12290,143.0
12291,143.0
12292,143.0
12293,143.0
12294,143.0
12295,143.0
12296,143.0
12297,143.0
12298,143.0
12299,143.0
12300,143.0
12301,143.0
12302,143.0
12303,143.0
12304,143.0
12305,143.0
12306,143.0
12307,143.0
12308,143.0
12309,143.0
12310,143.0
12311,143.0
12312,143.0
12313,143.0
12314,143.0
12315,143.0
12316,143.0
12317,143.0
12318,143.0
12319,143.0
12320,143.0
12321,143.0
12322,143.0
12323,143.0
12324,143.0
12325,143.0
12326,143.0
12327,143.0
12328,143.0
12329,143.0
12330,143.0
12331,143.0
12332,143.0
12333,143.0
12334,143.0
12335,143.0
12336,143.0
12337,143.0
12338,143.0
12339,143.0
12340,143.0
12341,143.0
12342,143.0
12343,143.0
12344,143.0
12345,143.0
12346,143.0
12347,143.0
12348,143.0
12349,143.0
12350,143.0
12351,143.0
12352,143.0
12353,143.0
12354,143.0
12355,143.0
12356,143.0
12357,143.0
12358,143.0
12359,143.0
12360,143.0
12361,143.0
12362,143.0
12363,143.0
12364,143.0
12365,143.0
12366,143.0
12367,143.0
12368,143.0
12369,143.0
12370,143.0
12371,143.0
12372,143.0
12373,143.0
12374,143.0
12375,143.0
12376,143.0
12377,143.0
12378,143.0
12379,143.0
12380,143.0
12381,143.0
12382,143.0
12383,143.0
12384,143.0
12385,143.0
12386,143.0
12387,143.0
12388,143.0
12389,143.0
12390,143.0
12391,143.0
12392,143.0
12393,143.0
12394,143.0
12395,143.0
12396,143.0
12397,143.0
12398,143.0
12399,143.0
12400,143.0
12401,143.0
12402,144.0
12403,144.0
12404,144.0
12405,144.0
12406,144.0
12407,144.0
12408,144.0
12409,144.0
12410,144.0
12411,144.0
12412,144.0
12413,144.0
12414,144.0
12415,144.0
12416,144.0
12417,144.0
12418,144.0
12419,144.0
12420,144.0
12421,144.0
12422,144.0
12423,144.0
12424,144.0
12425,144.0
12426,144.0
12427,144.0
12428,144.0
12429,144.0
12430,144.0
12431,144.0
12432,144.0
12433,144.0
12434,144.0
12435,144.0
12436,144.0
12437,144.0
12438,144.0
12439,144.0
12440,144.0
12441,144.0
12442,144.0
12443,144.0
12444,144.0
12445,144.0
12446,144.0
12447,144.0
12448,144.0
12449,144.0
12450,144.0
12451,144.0
12452,144.0
12453,144.0
12454,144.0
12455,144.0
12456,144.0
12457,144.0
12458,144.0
12459,144.0
12460,144.0
12461,144.0
12462,144.0
12463,144.0
12464,144.0
12465,144.0
12466,144.0
12467,144.0
12468,144.0
12469,144.0
12470,144.0
12471,144.0
12472,144.0
12473,144.0
12474,144.0
12475,144.0
12476,144.0
12477,144.0
12478,144.0
12479,144.0
12480,144.0
12481,144.0
12482,144.0
12483,144.0
12484,144.0
12485,144.0
12486,144.0
12487,144.0
12488,145.0
12489,145.0
12490,145.0
12491,145.0
12492,145.0
12493,145.0
12494,145.0
12495,145.0
12496,145.0
12497,145.0
12498,145.0
12499,145.0
12500,145.0
12501,145.0
12502,145.0
12503,145.0
12504,145.0
12505,145.0
12506,145.0
12507,145.0
12508,145.0
12509,145.0
12510,145.0
12511,145.0
12512,145.0
12513,145.0
12514,145.0
12515,145.0
12516,145.0
12517,145.0
12518,145.0
12519,145.0
12520,145.0
12521,145.0
12522,145.0
12523,145.0
12524,145.0
12525,145.0
12526,145.0
12527,145.0
12528,145.0
12529,145.0
12530,145.0
12531,145.0
12532,145.0
12533,145.0
12534,145.0
12535,145.0
12536,145.0
12537,145.0
12538,145.0
12539,145.0
12540,145.0
12541,145.0
12542,145.0
12543,145.0
12544,145.0
12545,145.0
12546,145.0
12547,145.0
12548,145.0
12549,145.0
12550,145.0
12551,145.0
12552,145.0
12553,145.0
12554,145.0
12555,145.0
12556,145.0
12557,145.0
12558,145.0
12559,145.0
12560,145.0
12561,145.0
12562,145.0
12563,145.0
12564,145.0
12565,145.0
12566,145.0
12567,145.0
12568,145.0
12569,145.0
12570,145.0
12571,145.0
12572,145.0
12573,145.0
12574,145.0
12575,145.0
12576,145.0
12577,145.0
12578,145.0
12579,145.0
12580,145.0
12581,145.0
12582,145.0
12583,145.0
12584,145.0
12585,145.0
12586,145.0
12587,145.0
12588,145.0
12589,145.0
12590,145.0
12591,145.0
12592,145.0
12593,145.0
12594,145.0
12595,146.0
12596,146.0
12597,146.0
12598,146.0
12599,146.0
12600,146.0
12601,146.0
12602,146.0
12603,146.0
12604,146.0
12605,146.0
12606,146.0
12607,146.0
12608,146.0
12609,146.0
12610,146.0
12611,146.0
12612,146.0
12613,146.0
12614,146.0
12615,146.0
12616,146.0
12617,146.0
12618,146.0
12619,146.0
12620,146.0
12621,146.0
12622,146.0
12623,146.0
12624,146.0
12625,146.0
12626,146.0
12627,146.0
12628,146.0
12629,146.0
12630,146.0
12631,146.0
12632,146.0
12633,146.0
12634,146.0
12635,146.0
12636,146.0
12637,146.0
12638,146.0
12639,146.0
12640,146.0
12641,146.0
12642,146.0
12643,146.0
12644,146.0
12645,146.0
12646,146.0
12647,146.0
12648,146.0
12649,146.0
12650,146.0
12651,146.0
12652,146.0
12653,146.0
12654,146.0
12655,146.0
12656,146.0
12657,146.0
12658,146.0
12659,146.0
12660,146.0
12661,146.0
12662,146.0
12663,146.0
12664,146.0
12665,146.0
12666,146.0
12667,146.0
12668,146.0
12669,146.0
12670,146.0
12671,146.0
12672,146.0
12673,146.0
12674,146.0
12675,146.0
12676,146.0
12677,146.0
12678,146.0
12679,146.0
12680,146.0
12681,146.0
12682,146.0
12683,146.0
12684,146.0
12685,146.0
12686,146.0
12687,146.0
12688,146.0
12689,146.0
12690,146.0
12691,146.0
12692,146.0
12693,146.0
12694,146.0
12695,146.0
12696,146.0
12697,146.0
12698,146.0
12699,146.0
12700,146.0
12701,146.0
12702,146.0
12703,146.0
12704,146.0
12705,146.0
12706,146.0
12707,146.0
12708,147.0
12709,147.0
12710,147.0
12711,147.0
12712,147.0
12713,147.0
12714,147.0
12715,147.0
12716,147.0
12717,147.0
12718,147.0
12719,147.0
12720,147.0
12721,147.0
12722,147.0
12723,147.0
12724,147.0
12725,147.0
12726,147.0
12727,147.0
12728,148.0
12729,148.0
12730,148.0
12731,148.0
12732,148.0
12733,148.0
12734,148.0
12735,148.0
12736,148.0
12737,148.0
12738,148.0
12739,148.0
12740,148.0
12741,148.0
12742,148.0
12743,148.0
12744,148.0
12745,148.0
12746,148.0
12747,148.0
12748,148.0
12749,148.0
12750,148.0
12751,148.0
12752,148.0
12753,148.0
12754,148.0
12755,148.0
12756,148.0
12757,148.0
12758,148.0
12759,148.0
12760,148.0
12761,148.0
12762,148.0
12763,148.0
12764,148.0
12765,148.0
12766,148.0
12767,148.0
12768,148.0
12769,148.0
12770,148.0
12771,148.0
12772,148.0
12773,148.0
12774,148.0
12775,148.0
12776,148.0
12777,148.0
12778,148.0
12779,148.0
12780,148.0
12781,148.0
12782,148.0
12783,148.0
12784,148.0
12785,148.0
12786,148.0
12787,148.0
12788,148.0
12789,148.0
12790,148.0
12791,148.0
12792,148.0
12793,148.0
12794,149.0
12795,149.0
12796,149.0
12797,149.0
12798,149.0
12799,149.0
12800,149.0
12801,149.0
12802,149.0
12803,149.0
12804,149.0
12805,149.0
12806,149.0
12807,149.0
12808,149.0
12809,149.0
12810,149.0
12811,149.0
12812,149.0
12813,149.0
12814,149.0
12815,149.0
12816,149.0
12817,149.0
12818,149.0
12819,149.0
12820,149.0
12821,149.0
12822,149.0
12823,149.0
12824,150.0
12825,150.0
12826,150.0
12827,150.0
12828,150.0
12829,150.0
12830,150.0
12831,150.0
12832,150.0
12833,150.0
12834,150.0
12835,150.0
12836,150.0
12837,150.0
12838,150.0
12839,151.0
12840,151.0
12841,151.0
12842,151.0
12843,151.0
12844,151.0
12845,151.0
12846,151.0
12847,151.0
12848,151.0
12849,151.0
12850,151.0
12851,151.0
12852,151.0
12853,151.0
12854,151.0
12855,151.0
12856,151.0
12857,151.0
12858,151.0
12859,151.0
12860,151.0
12861,151.0
12862,151.0
12863,151.0
12864,151.0
12865,151.0
12866,151.0
12867,151.0
12868,151.0
12869,151.0
12870,151.0
12871,151.0
12872,151.0
12873,151.0
12874,151.0
12875,151.0
12876,151.0
12877,151.0
12878,151.0
12879,151.0
12880,151.0
12881,151.0
12882,151.0
12883,151.0
12884,151.0
12885,151.0
12886,151.0
12887,151.0
12888,151.0
12889,151.0
12890,151.0
12891,151.0
12892,151.0
12893,151.0
12894,151.0
12895,151.0
12896,151.0
12897,151.0
12898,151.0
12899,151.0
12900,151.0
12901,151.0
12902,151.0
12903,151.0
12904,151.0
12905,151.0
12906,151.0
12907,151.0
12908,151.0
12909,151.0
12910,151.0
12911,151.0
12912,151.0
12913,151.0
12914,151.0
12915,151.0
12916,151.0
12917,151.0
12918,151.0
12919,151.0
12920,151.0
12921,151.0
12922,151.0
12923,151.0
12924,151.0
12925,151.0
12926,151.0
12927,151.0
12928,151.0
12929,151.0
12930,151.0
12931,151.0
12932,151.0
12933,151.0
12934,151.0
12935,151.0
12936,151.0
12937,151.0
12938,151.0
12939,151.0
12940,151.0
12941,151.0
12942,151.0
12943,151.0
12944,151.0
12945,151.0
12946,151.0
12947,151.0
12948,151.0
12949,151.0
12950,151.0
12951,151.0
12952,151.0
12953,151.0
12954,151.0
12955,151.0
12956,151.0
12957,151.0
12958,151.0
12959,151.0
12960,151.0
12961,151.0
12962,151.0
12963,151.0
12964,152.0
12965,152.0
12966,152.0
12967,152.0
12968,152.0
12969,152.0
12970,152.0
12971,152.0
12972,152.0
12973,152.0
12974,152.0
12975,152.0
12976,152.0
12977,152.0
12978,152.0
12979,152.0
12980,152.0
12981,152.0
12982,152.0
12983,152.0
12984,152.0
12985,152.0
12986,152.0
12987,152.0
12988,152.0
12989,152.0
12990,152.0
12991,152.0
12992,152.0
12993,152.0
12994,152.0
12995,152.0
12996,152.0
12997,152.0
12998,152.0
12999,152.0
13000,152.0
13001,152.0
13002,152.0
13003,152.0
13004,152.0
13005,153.0
13006,153.0
13007,153.0
13008,153.0
13009,153.0
13010,153.0
13011,153.0
13012,153.0
13013,153.0
13014,153.0
13015,153.0
13016,153.0
13017,153.0
13018,153.0
13019,153.0
13020,153.0
13021,153.0
13022,153.0
13023,153.0
13024,153.0
13025,153.0
13026,153.0
13027,153.0
13028,153.0
13029,153.0
13030,153.0
13031,153.0
13032,153.0
13033,153.0
13034,153.0
13035,153.0
13036,153.0
13037,153.0
13038,153.0
13039,153.0
13040,153.0
13041,153.0
13042,153.0
13043,153.0
13044,153.0
13045,153.0
13046,153.0
13047,153.0
13048,153.0
13049,153.0
13050,153.0
13051,153.0
13052,153.0
13053,153.0
13054,153.0
13055,153.0
13056,153.0
13057,153.0
13058,153.0
13059,153.0
13060,153.0
13061,153.0
13062,153.0
13063,154.0
13064,154.0
13065,154.0
13066,154.0
13067,154.0
13068,154.0
13069,154.0
13070,154.0
13071,154.0
13072,154.0
13073,154.0
13074,154.0
13075,154.0
13076,154.0
13077,154.0
13078,154.0
13079,154.0
13080,154.0
13081,154.0
13082,154.0
13083,154.0
13084,154.0
13085,154.0
13086,154.0
13087,154.0
13088,154.0
13089,154.0
13090,154.0
13091,154.0
13092,154.0
13093,154.0
13094,154.0
13095,154.0
13096,154.0
13097,154.0
13098,154.0
13099,154.0
13100,154.0
13101,154.0
13102,154.0
13103,154.0
13104,154.0
13105,154.0
13106,154.0
13107,154.0
13108,154.0
13109,154.0
13110,154.0
13111,154.0
13112,154.0
13113,154.0
13114,154.0
13115,154.0
13116,154.0
13117,154.0
13118,154.0
13119,154.0
13120,154.0
13121,154.0
13122,154.0
13123,154.0
13124,154.0
13125,154.0
13126,154.0
13127,154.0
13128,154.0
13129,154.0
13130,154.0
13131,154.0
13132,154.0
13133,154.0
13134,154.0
13135,154.0
13136,154.0
13137,154.0
13138,154.0
13139,154.0
13140,154.0
13141,154.0
13142,154.0
13143,154.0
13144,154.0
13145,154.0
13146,154.0
13147,154.0
13148,154.0
13149,154.0
13150,154.0
13151,154.0
13152,154.0
13153,154.0
13154,154.0
13155,154.0
13156,154.0
13157,154.0
13158,154.0
13159,154.0
13160,154.0
13161,154.0
13162,154.0
13163,155.0
13164,155.0
13165,155.0
13166,155.0
13167,155.0
13168,155.0
13169,155.0
13170,155.0
13171,155.0
13172,155.0
13173,155.0
13174,155.0
13175,155.0
13176,155.0
13177,155.0
13178,155.0
13179,155.0
13180,155.0
13181,155.0
13182,155.0
13183,155.0
13184,155.0
13185,155.0
13186,155.0
13187,155.0
13188,155.0
13189,155.0
13190,155.0
13191,155.0
13192,155.0
13193,155.0
13194,155.0
13195,155.0
13196,155.0
13197,155.0
13198,155.0
13199,155.0
13200,155.0
13201,155.0
13202,155.0
13203,155.0
13204,155.0
13205,155.0
13206,155.0
13207,155.0
13208,155.0
13209,155.0
13210,155.0
13211,155.0
13212,155.0
13213,155.0
13214,155.0
13215,155.0
13216,155.0
13217,155.0
13218,155.0
13219,155.0
13220,155.0
13221,155.0
13222,155.0
13223,155.0
13224,155.0
13225,155.0
13226,155.0
13227,155.0
13228,155.0
13229,155.0
13230,155.0
13231,155.0
13232,155.0
13233,155.0
13234,155.0
13235,155.0
13236,155.0
13237,155.0
13238,155.0
13239,155.0
13240,155.0
13241,155.0
13242,155.0
13243,155.0
13244,155.0
13245,155.0
13246,155.0
13247,155.0
13248,155.0
13249,155.0
13250,155.0
13251,155.0
13252,155.0
13253,155.0
13254,155.0
13255,155.0
13256,155.0
13257,155.0
13258,155.0
13259,155.0
13260,155.0
13261,155.0
13262,155.0
13263,155.0
13264,155.0
13265,155.0
13266,155.0
13267,155.0
13268,155.0
13269,155.0
13270,155.0
13271,155.0
13272,155.0
13273,155.0
13274,155.0
13275,155.0
13276,155.0
13277,155.0
13278,155.0
13279,155.0
13280,155.0
13281,155.0
13282,155.0
13283,155.0
13284,155.0
13285,155.0
13286,155.0
13287,155.0
13288,155.0
13289,155.0
13290,155.0
13291,156.0
13292,156.0
13293,156.0
13294,156.0
13295,156.0
13296,156.0
13297,156.0
13298,156.0
13299,156.0
13300,156.0
13301,156.0
13302,156.0
13303,156.0
13304,156.0
13305,156.0
13306,156.0
13307,156.0
13308,156.0
13309,156.0
13310,156.0
13311,156.0
13312,156.0
13313,156.0
13314,156.0
13315,156.0
13316,156.0
13317,156.0
13318,156.0
13319,156.0
13320,156.0
13321,156.0
13322,156.0
13323,156.0
13324,156.0
13325,156.0
13326,156.0
13327,156.0
13328,156.0
13329,156.0
13330,156.0
13331,156.0
13332,156.0
13333,156.0
13334,156.0
13335,156.0
13336,156.0
13337,156.0
13338,156.0
13339,156.0
13340,156.0
13341,156.0
13342,156.0
13343,156.0
13344,156.0
13345,156.0
13346,156.0
13347,156.0
13348,156.0
13349,156.0
13350,156.0
13351,156.0
13352,156.0
13353,156.0
13354,156.0
13355,156.0
13356,156.0
13357,156.0
13358,156.0
13359,156.0
13360,156.0
13361,156.0
13362,156.0
13363,156.0
13364,156.0
13365,156.0
13366,156.0
13367,156.0
13368,156.0
13369,156.0
13370,156.0
13371,156.0
13372,156.0
13373,156.0
13374,156.0
13375,156.0
13376,156.0
13377,157.0
13378,157.0
13379,157.0
13380,157.0
13381,157.0
13382,157.0
13383,157.0
13384,157.0
13385,157.0
13386,157.0
13387,157.0
13388,157.0
13389,157.0
13390,157.0
13391,157.0
13392,157.0
13393,157.0
13394,157.0
13395,157.0
13396,157.0
13397,157.0
13398,157.0
13399,157.0
13400,157.0
13401,157.0
13402,157.0
13403,157.0
13404,157.0
13405,157.0
13406,157.0
13407,157.0
13408,157.0
13409,157.0
13410,157.0
13411,157.0
13412,157.0
13413,157.0
13414,157.0
13415,157.0
13416,157.0
13417,157.0
13418,157.0
13419,157.0
13420,157.0
13421,157.0
13422,157.0
13423,157.0
13424,157.0
13425,157.0
13426,157.0
13427,157.0
13428,157.0
13429,157.0
13430,157.0
13431,157.0
13432,157.0
13433,157.0
13434,157.0
13435,157.0
13436,157.0
13437,157.0
13438,157.0
13439,157.0
13440,157.0
13441,157.0
13442,157.0
13443,157.0
13444,157.0
13445,157.0
13446,157.0
13447,157.0
13448,157.0
13449,157.0
13450,157.0
13451,157.0
13452,157.0
13453,157.0
13454,157.0
13455,157.0
13456,157.0
13457,157.0
13458,157.0
13459,157.0
13460,157.0
13461,157.0
13462,157.0
13463,157.0
13464,157.0
13465,157.0
13466,157.0
13467,158.0
13468,158.0
13469,158.0
13470,158.0
13471,158.0
13472,158.0
13473,158.0
13474,158.0
13475,158.0
13476,158.0
13477,158.0
13478,158.0
13479,158.0
13480,158.0
13481,158.0
13482,158.0
13483,158.0
13484,158.0
13485,158.0
13486,158.0
13487,158.0
13488,158.0
13489,158.0
13490,158.0
13491,158.0
13492,158.0
13493,158.0
13494,158.0
13495,158.0
13496,158.0
13497,158.0
13498,158.0
13499,158.0
13500,158.0
13501,158.0
13502,158.0
13503,158.0
13504,158.0
13505,158.0
13506,158.0
13507,158.0
13508,158.0
13509,158.0
13510,158.0
13511,158.0
13512,158.0
13513,158.0
13514,158.0
13515,158.0
13516,158.0
13517,158.0
13518,158.0
13519,158.0
13520,158.0
13521,158.0
13522,158.0
13523,158.0
13524,158.0
13525,158.0
13526,158.0
13527,158.0
13528,158.0
13529,158.0
13530,158.0
13531,158.0
13532,158.0
13533,158.0
13534,158.0
13535,158.0
13536,158.0
13537,158.0
13538,158.0
13539,158.0
13540,158.0
13541,158.0
13542,158.0
13543,158.0
13544,158.0
13545,158.0
13546,158.0
13547,158.0
13548,158.0
13549,158.0
13550,158.0
13551,158.0
13552,158.0
13553,158.0
13554,158.0
13555,158.0
13556,158.0
13557,158.0
13558,158.0
13559,158.0
13560,158.0
13561,158.0
13562,158.0
13563,158.0
13564,158.0
13565,158.0
13566,158.0
13567,159.0
13568,159.0
13569,159.0
13570,160.0
13571,160.0
13572,160.0
13573,160.0
13574,160.0
13575,160.0
13576,160.0
13577,160.0
13578,160.0
13579,160.0
13580,160.0
13581,160.0
13582,160.0
13583,160.0
13584,160.0
13585,160.0
13586,160.0
13587,160.0
13588,160.0
13589,160.0
13590,160.0
13591,160.0
13592,160.0
13593,160.0
13594,160.0
13595,160.0
13596,160.0
13597,160.0
13598,160.0
13599,160.0
13600,161.0
13601,161.0
13602,161.0
13603,161.0
13604,161.0
13605,161.0
13606,161.0
13607,161.0
13608,161.0
13609,161.0
13610,161.0
13611,161.0
13612,161.0
13613,161.0
13614,161.0
13615,161.0
13616,161.0
13617,161.0
13618,161.0
13619,161.0
13620,161.0
13621,161.0
13622,161.0
13623,161.0
13624,161.0
13625,161.0
13626,161.0
13627,161.0
13628,161.0
13629,161.0
13630,161.0
13631,161.0
13632,161.0
13633,161.0
13634,161.0
13635,161.0
13636,161.0
13637,161.0
13638,161.0
13639,161.0
13640,161.0
13641,161.0
13642,161.0
13643,161.0
13644,161.0
13645,161.0
13646,161.0
13647,161.0
13648,161.0
13649,161.0
13650,161.0
13651,161.0
13652,161.0
13653,161.0
13654,161.0
13655,161.0
13656,161.0
13657,161.0
13658,161.0
13659,161.0
13660,161.0
13661,161.0
13662,161.0
13663,161.0
13664,161.0
13665,161.0
13666,161.0
13667,161.0
13668,161.0
13669,161.0
13670,161.0
13671,161.0
13672,161.0
13673,161.0
13674,161.0
13675,161.0
13676,161.0
13677,161.0
13678,161.0
13679,161.0
13680,161.0
13681,161.0
13682,161.0
13683,161.0
13684,161.0
13685,161.0
13686,161.0
13687,161.0
13688,161.0
13689,161.0
13690,161.0
13691,161.0
13692,161.0
13693,161.0
13694,161.0
13695,161.0
13696,161.0
13697,161.0
13698,161.0
13699,161.0
13700,161.0
13701,161.0
13702,161.0
13703,161.0
13704,161.0
13705,161.0
13706,161.0
13707,161.0
13708,161.0
13709,162.0
13710,162.0
13711,162.0
13712,162.0
13713,162.0
13714,162.0
13715,162.0
13716,162.0
13717,162.0
13718,162.0
13719,162.0
13720,162.0
13721,162.0
13722,162.0
13723,162.0
13724,162.0
13725,162.0
13726,162.0
13727,162.0
13728,162.0
13729,162.0
13730,162.0
13731,162.0
13732,162.0
13733,162.0
13734,162.0
13735,162.0
13736,162.0
13737,162.0
13738,162.0
13739,162.0
13740,162.0
13741,162.0
13742,162.0
13743,162.0
13744,162.0
13745,162.0
13746,162.0
13747,162.0
13748,162.0
13749,162.0
13750,162.0
13751,162.0
13752,162.0
13753,162.0
13754,162.0
13755,162.0
13756,162.0
13757,162.0
13758,162.0
13759,162.0
13760,162.0
13761,162.0
13762,162.0
13763,162.0
13764,162.0
13765,162.0
13766,162.0
13767,162.0
13768,162.0
13769,162.0
13770,162.0
13771,162.0
13772,162.0
13773,162.0
13774,162.0
13775,162.0
13776,162.0
13777,162.0
13778,162.0
13779,162.0
13780,162.0
13781,162.0
13782,162.0
13783,162.0
13784,162.0
13785,162.0
13786,162.0
13787,162.0
13788,162.0
13789,162.0
13790,162.0
13791,162.0
13792,162.0
13793,162.0
13794,162.0
13795,162.0
13796,162.0
13797,163.0
13798,163.0
13799,163.0
13800,163.0
13801,163.0
13802,163.0
13803,163.0
13804,163.0
13805,163.0
13806,163.0
13807,163.0
13808,163.0
13809,163.0
13810,163.0
13811,163.0
13812,163.0
13813,163.0
13814,163.0
13815,163.0
13816,163.0
13817,163.0
13818,163.0
13819,163.0
13820,163.0
13821,163.0
13822,163.0
13823,163.0
13824,163.0
13825,163.0
13826,163.0
13827,163.0
13828,163.0
13829,163.0
13830,163.0
13831,163.0
13832,163.0
13833,163.0
13834,163.0
13835,163.0
13836,163.0
13837,163.0
13838,163.0
13839,163.0
13840,163.0
13841,163.0
13842,163.0
13843,163.0
13844,163.0
13845,163.0
13846,163.0
13847,163.0
13848,163.0
13849,163.0
13850,163.0
13851,163.0
13852,163.0
13853,163.0
13854,163.0
13855,163.0
13856,163.0
13857,163.0
13858,163.0
13859,163.0
13860,163.0
13861,163.0
13862,163.0
13863,163.0
13864,163.0
13865,163.0
13866,163.0
13867,163.0
13868,163.0
13869,163.0
13870,163.0
13871,163.0
13872,163.0
13873,163.0
13874,163.0
13875,163.0
13876,163.0
13877,163.0
13878,163.0
13879,163.0
13880,163.0
13881,163.0
13882,163.0
13883,163.0
13884,163.0
13885,163.0
13886,163.0
13887,163.0
13888,163.0
13889,163.0
13890,163.0
13891,163.0
13892,163.0
13893,163.0
13894,163.0
13895,163.0
13896,163.0
13897,163.0
13898,164.0
13899,164.0
13900,164.0
13901,164.0
13902,164.0
13903,164.0
13904,164.0
13905,164.0
13906,164.0
13907,164.0
13908,164.0
13909,164.0
13910,164.0
13911,164.0
13912,164.0
13913,164.0
13914,164.0
13915,164.0
13916,164.0
13917,164.0
13918,164.0
13919,164.0
13920,164.0
13921,164.0
13922,164.0
13923,164.0
13924,164.0
13925,164.0
13926,164.0
13927,164.0
13928,164.0
13929,164.0
13930,164.0
13931,164.0
13932,164.0
13933,164.0
13934,164.0
13935,164.0
13936,164.0
13937,164.0
